eu_rank,company, country,industrial_sector,rnd_eur_million, rnd_1_year_growth_%,sales_eur_million,sales_1_year_growth_%,rnd_intensity_%,capex_eur_million,capex_1_year_growth_%,capex_int_%,profitability_%,employees,employees_1_year_growth_%
632,Amper,Spain,Telecommunications equipment (9578),13.76,9.3,262,-8.3,5.3,0.5,0.5,0.5,-6.9,1,-7.8
633,Strabag,Austria,Construction & materials (235),13.60,171.9,"12,382",-1.4,0.1,4.3,4.0,4.3,2.2,74,-2.6
634,NIBE Industrier,Sweden,Industrial machinery (2757),13.58,24.6,722,13.2,1.9,2.2,2.3,2.2,12.2,6,7.7
635,Rational,Germany,Household goods & home construction (372),13.52,29.9,350,11.4,3.9,1.1,0.7,1.1,30.2,1,2.6
636,Flamel Technologies,France,Biotechnology (4573),13.51,6.5,28,-11.9,48.9,9.7,4.2,9.7,-48.0,0,0.7
637,WMF,Germany,Household goods & home construction (372),13.50,-1.3,902,12.7,1.5,2.5,2.7,2.5,6.6,6,1.7
638,SNPE,France,Chemicals (135),13.40,11.7,543,-10.9,2.5,5.6,5.9,5.6,-6.9,3,-18.4
639,CeWe Color,Germany,General retailers (537),13.37,10.3,447,9.0,3.0,5.0,5.6,5.0,6.2,3,-2.2
640,Tornier,The Netherlands,Health care equipment & services (453),13.34,-26.4,169,-15.9,7.9,2.9,5.5,2.9,-6.5,1,
641,Tessenderlo,Belgium,Chemicals (135),13.30,-4.3,"2,427",15.9,0.5,4.8,5.4,4.8,1.4,8,-0.9
642,Comptel,Finland,Software (9537),13.28,2.2,78,4.0,17.1,1.5,0.6,1.5,11.8,1,-3.9
643,Prima Industrie,Italy,Industrial machinery (2757),13.20,-0.9,250,7.8,5.3,0.7,0.5,0.7,0.7,1,-7.5
644,Vitec,UK,Industrial machinery (2757),13.19,-13.7,361,-1.7,3.7,4.5,4.3,4.5,6.9,2,-2.6
645,KMD,Denmark,Computer services (9533),13.18,19.6,514,10.1,2.6,2.8,4.7,2.8,4.1,3,6.5
646,Tecnotree,Finland,Telecommunications equipment (9578),13.14,-9.4,61,14.0,21.7,1.7,2.3,1.7,-13.3,1,19.8
647,Martin-Baker ,UK,Aerospace & defence (271),13.13,65.7,227,19.3,5.8,2.1,1.2,2.1,31.8,1,4.0
648,Carlsberg,Denmark,Beverages (353),13.02,5.4,"8,059",1.1,0.2,4.9,4.8,4.9,16.1,41,-4.3
649,Finatis,France,Food & drug retailers (533),13.00,44.4,"29,785",2.5,0.0,2.8,2.0,2.8,3.3,175,4.4
649,Rallye,France,Food & drug retailers (533),13.00,44.4,"29,783",8.4,0.0,2.8,2.1,2.8,3.0,175,4.4
649,Tarkett,France,Construction & materials (235),13.00,0.0,"1,708",-17.5,0.8,,5.5,,5.6,8,-7.0
652,Channel Four Television,UK,Media (555),12.96,82.0,"1,091",12.6,1.2,0.5,0.2,0.5,5.6,1,4.5
652,Gewiss,Italy,Electrical components & equipment (2733),12.96,-6.2,304,10.1,4.3,2.1,3.6,2.1,12.4,2,-1.7
654,Ark Therapeutics,UK,Biotechnology (4573),12.92,-28.9,4,3.6,360.5,3.4,9.2,3.4,-576.2,0,-27.2
655,Hansen Transmissions International,Belgium,Alternative energy (58),12.90,-13.6,455,-14.5,2.8,5.1,14.9,5.1,-1.9,1,-36.6
656,Centrica,UK,"Gas, water & multiutilities (757)",12.84,-62.1,"26,858",-5.4,0.0,2.4,3.6,2.4,13.5,35,2.5
657,Nokian Tyres,Finland,Automobiles & parts (335),12.70,5.8,"1,058",32.5,1.2,5.0,9.0,5.0,20.8,3,-4.7
658,MediGene,Germany,Biotechnology (4573),12.69,-26.7,50,31.0,25.6,0.6,0.8,0.6,-46.0,0,-14.2
659,Enea,Sweden,Software (9537),12.68,-15.4,81,-6.6,15.7,0.4,0.6,0.4,9.3,1,-6.8
660,Xchanging,UK,Support services (279),12.67,-34.9,911,4.0,1.4,1.2,1.8,1.2,-7.0,9,-1.1
661,Nexus,Germany,Software (9537),12.62,62.1,45,11.0,28.2,1.3,1.3,1.3,8.3,0,5.4
662,Severn Trent,UK,"Gas, water & multiutilities (757)",12.61,-50.5,"1,997",0.4,0.6,22.3,30.6,22.3,28.9,8,-5.8
663,VTI Technologies,Finland,Electronic equipment (2737),12.55,8.7,76,41.5,16.6,7.5,,7.5,3.0,0,-21.6
664,Dynaction,France,Chemicals (135),12.51,19.2,159,3.9,7.9,4.3,2.9,4.3,0.0,1,1.7
665,Schouw,Denmark,General industrials (272),12.40,-5.9,"1,333",11.6,0.9,4.8,2.3,4.8,5.5,3,-5.0
666,P&i Personal & Informatik,Germany,Software (9537),12.39,6.3,69,9.2,17.9,0.9,0.7,0.9,22.3,0,-0.3
667,LeasePlan,The Netherlands,Other financials (877),12.32,-41.1,"6,978",16.5,0.2,61.0,66.5,61.0,3.8,6,-2.5
668,Cellectis,France,Biotechnology (4573),12.31,54.4,11,39.1,116.2,11.9,,11.9,-165.0,0,54.3
669,Indesit,Italy,Household goods & home construction (372),12.30,-43.1,"2,879",10.2,0.4,3.0,1.7,3.0,6.2,16,-1.4
670,Intrum Justitia,Sweden,Other financials (877),12.22,-33.9,418,-8.8,2.9,0.7,1.1,0.7,17.0,3,-8.1
671,Oriflame Cosmetics,Luxembourg,Personal goods (376),12.18,3.9,"1,514",15.0,0.8,4.1,1.6,4.1,10.4,8,4.8
672,Cosmo Pharmaceuticals,Italy,Pharmaceuticals (4577),12.15,28.1,32,20.1,37.9,3.4,4.6,3.4,14.9,0,2.3
673,Biotie Therapies,Finland,Biotechnology (4573),12.10,-0.3,3,-48.0,413.2,7.5,8.2,7.5,-707.7,0,-13.6
674,Tipp24,Germany,Travel & leisure (575),12.07,74.4,104,16.5,11.6,0.7,1.2,0.7,29.0,0,-9.2
675,BEIG Topco ,UK,Food producers (357),12.00,-5.0,"1,139",-6.7,1.1,1.1,1.7,1.1,13.0,2,0.6
675,Franz Haniel & Cie,Germany,Food & drug retailers (533),12.00,-20.0,"27,432",11.9,0.0,0.9,0.9,0.9,3.1,58,9.2
677,Cohort,UK,Aerospace & defence (271),11.95,19.8,76,-16.6,15.7,0.9,4.9,0.9,4.3,1,-12.9
678,Inmarsat,UK,Mobile telecommunications (657),11.93,-31.9,873,12.9,1.4,13.7,12.0,13.7,39.3,1,8.9
679,Newron Pharmaceuticals,Italy,Biotechnology (4573),11.89,-14.2,1,-33.8,"1,899.0",1.1,6.8,1.1,"-3,485.6",0,-22.0
680,Credito Agricola,Portugal,Banks (835),11.87,3.3,577,-5.8,2.1,11.9,7.4,11.9,11.1,4,1.7
681,Dynea,Finland,Chemicals (135),11.80,15.7,708,34.4,1.7,1.7,1.7,1.7,2.6,2,-1.2
682,Avanquest Software,France,Software (9537),11.76,-1.7,88,-15.3,13.3,0.6,1.2,0.6,5.2,1,1.4
682,Fugro,The Netherlands,"Oil equipment, services & distribution (57)",11.76,49.9,"2,280",11.1,0.5,17.5,17.0,17.5,15.3,13,-1.1
684,Chroma Therapeutics,UK,Biotechnology (4573),11.70,-0.5,0,999.9,"5,598.6",10.5,"3,600.0",10.5,"-6,901.4",0,-15.3
685,Dairy Crest,UK,Food producers (357),11.67,28.2,"1,873",-1.5,0.6,2.8,1.4,2.8,5.9,7,-9.8
686,Vernalis,UK,Biotechnology (4573),11.58,-10.1,17,9.0,69.9,1.8,2.4,1.8,-102.0,0,-5.6
687,R Stahl,Germany,Electrical components & equipment (2733),11.52,11.7,223,9.9,5.2,1.6,2.8,1.6,8.7,2,2.2
688,Otto,Germany,General retailers (537),11.41,-37.2,"11,404",9.0,0.1,2.0,2.0,2.0,3.3,50,-4.8
689,SAF-HOLLAND,Luxembourg,Commercial vehicles & trucks (2753),11.36,20.0,631,50.4,1.8,1.1,1.6,1.1,4.9,3,12.9
690,Servier R&D,UK,Biotechnology (4573),11.34,-61.3,16,-53.2,73.1,0.0,3.2,0.0,14.6,0,-56.1
691,EL EN,Italy,Electronic equipment (2737),11.32,10.5,188,27.8,6.0,3.0,7.2,3.0,1.8,1,5.4
692,Ten Cate,The Netherlands,General industrials (272),11.30,-13.7,985,16.9,1.1,1.6,1.6,1.6,7.2,5,22.0
693,Nedap,The Netherlands,Electronic equipment (2737),11.21,9.4,134,15.9,8.4,4.6,4.9,4.6,7.2,1,-3.1
694,Cardo,Sweden,Construction & materials (235),11.20,7.4,884,-9.7,1.3,1.7,1.2,1.7,10.5,5,-4.1
694,IHC Merwede,The Netherlands,Commercial vehicles & trucks (2753),11.20,10.9,"1,008",-10.5,1.1,,,,12.3,3,-1.4
696,Delcam,UK,Software (9537),11.19,4.3,43,15.0,26.2,1.3,3.3,1.3,5.2,1,-0.8
697,CNP,Belgium,Other financials (877),11.10,5.2,"15,382",21.7,0.1,0.9,0.6,0.9,2.7,12,-0.9
697,Wirecard,Germany,Support services (279),11.10,24.7,272,18.9,4.1,0.3,0.3,0.3,24.8,1,6.8
699,Bioton,Poland,Pharmaceuticals (4577),11.09,-16.4,104,43.4,10.7,1.2,1.6,1.2,16.6,1,-7.8
700,Yule Catto,UK,Chemicals (135),11.06,-1.2,738,19.6,1.5,1.7,1.4,1.7,8.2,2,-10.7
701,Mondi,UK,Forestry & paper (173),11.00,37.5,"6,228",18.5,0.2,5.8,11.5,5.8,7.5,29,-4.3
701,Sequana,France,Forestry & paper (173),11.00,-15.4,"4,333",3.2,0.3,1.2,1.2,1.2,2.7,13,-2.6
703,Svenska Handelsbanken,Sweden,Banks (835),10.98,-17.5,"3,655",-0.4,0.3,1.0,1.0,1.0,45.5,11,0.3
704,Oasmia Pharmaceutical,Sweden,Pharmaceuticals (4577),10.95,83.5,3,-61.3,321.1,11.5,3.8,11.5,-48.7,0,14.3
705,Elia System Operator,Belgium,Electricity (753),10.90,18.5,940,28.0,1.2,20.6,17.4,20.6,29.1,1,-3.5
706,PV Crystalox Solar,UK,Alternative energy (58),10.87,33.1,253,6.4,4.3,7.8,8.6,7.8,12.0,0,6.6
707,Novabase,Portugal,Computer services (9533),10.85,19.2,236,-2.1,4.6,2.1,1.6,2.1,6.7,2,7.6
708,Axis-Shield,UK,Biotechnology (4573),10.83,24.3,119,5.1,9.1,7.7,4.7,7.7,6.9,1,4.4
709,A-Tec Industries,Austria,Industrial machinery (2757),10.76,-43.8,"2,457",-18.3,0.4,1.7,1.9,1.7,-20.2,6,-53.6
710,Senior,UK,Aerospace & defence (271),10.74,10.8,662,5.0,1.6,2.4,2.3,2.4,10.9,5,0.0
711,Ceres Power,UK,Electrical components & equipment (2733),10.65,70.3,1,-17.5,"1,160.9",286.7,219.4,286.7,"-1,752.3",0,33.3
711,Swedish Match,Sweden,Tobacco (378),10.65,0.0,"1,509",-7.4,0.7,2.3,3.3,2.3,26.4,9,-20.1
713,TKH,The Netherlands,Electrical components & equipment (2733),10.62,-24.0,885,22.2,1.2,2.4,1.5,2.4,6.7,4,4.0
714,Kendrion,The Netherlands,Industrial machinery (2757),10.60,29.3,222,25.0,4.8,5.9,7.8,5.9,10.2,1,21.7
715,Marzotto,Italy,Personal goods (376),10.58,-9.3,245,-24.7,4.3,4.9,4.8,4.9,-12.9,3,-10.5
716,SYGNIS Pharma,Germany,Biotechnology (4573),10.55,65.0,0,-15.1,"4,950.7",7.0,51.8,7.0,"-6,147.9",0,-9.8
717,ISRA VISION,Germany,Industrial machinery (2757),10.41,2.1,65,11.5,16.0,0.9,1.1,0.9,17.4,0,6.4
718,Spirax-Sarco Engineering,UK,Industrial machinery (2757),10.40,11.1,688,13.7,1.5,5.9,6.5,5.9,21.0,4,1.2
719,Ricardo,UK,Support services (279),10.39,-21.9,203,-7.9,5.1,3.2,4.8,3.2,5.2,2,-6.1
720,Royal Cosun,The Netherlands,Food producers (357),10.30,32.1,"1,766",0.4,0.6,3.3,2.6,3.3,8.9,4,0.9
721,Atria,Finland,Food producers (357),10.29,9.6,"1,301",-1.1,0.8,8.7,3.6,8.7,1.0,6,-6.5
722,Brembo,Italy,Automobiles & parts (335),10.23,6.7,"1,075",30.2,1.0,5.6,4.1,5.6,5.0,6,7.4
723,CNP Assurances,France,Life insurance (857),10.20,131.8,"44,996",-6.4,0.0,,,,2.9,5,-2.0
724,Wavin,The Netherlands,Construction & materials (235),10.19,16.5,"1,231",6.2,0.8,3.0,2.5,3.0,3.2,7,-1.6
725,freenet,Germany,Internet (9535),10.18,1.9,"3,355",-15.5,0.3,0.3,0.5,0.3,4.0,4,-31.7
726,Tikkurila,Finland,Chemicals (135),10.16,8.5,589,11.0,1.7,1.7,2.3,1.7,10.3,4,-1.4
727,Aldata Solution,Finland,Software (9537),10.15,5.1,73,8.2,13.9,0.5,0.9,0.5,1.8,1,-1.5
728,Vislink,UK,Telecommunications equipment (9578),10.14,-8.7,80,-28.1,12.8,3.7,2.8,3.7,-25.9,0,-12.0
729,Cobra Automotive Technologies,Italy,Automobiles & parts (335),10.13,-10.5,105,-13.2,9.6,2.3,6.4,2.3,-13.9,1,-0.1
730,Prayon,Belgium,Chemicals (135),10.10,-5.5,681,25.0,1.5,3.3,8.2,3.3,3.5,1,1.5
731,Topdanmark,Denmark,Nonlife insurance (853),10.07,-53.4,"1,618",1.5,0.6,0.5,0.7,0.5,12.5,2,-2.0
732,Fiberweb,UK,Support services (279),10.04,11.7,541,2.0,1.9,7.2,4.2,7.2,4.9,2,-6.9
733,ABN AMRO Group,The Netherlands,Banks (835),10.00,,"6,706",,0.1,2.9,,2.9,-4.0,26,
734,Sodra,Sweden,Forestry & paper (173),9.98,7.1,"2,187",18.2,0.5,,7.5,,11.2,4,2.9
735,Oxagen,UK,Biotechnology (4573),9.83,-2.9,0,0.0,"982,500.0","23,700.0","19,800.0","23,700.0","-1,095,200.0",0,5.9
736,Oxford Nanopore Technologies,UK,Biotechnology (4573),9.82,32.7,0,0.0,"982,300.0","63,700.0","64,600.0","63,700.0","-1,404,400.0",0,15.7
737,Elisa,Finland,Mobile telecommunications (657),9.80,-6.7,"1,463",2.3,0.7,10.6,10.3,10.6,18.1,3,8.1
738,Innate Pharma,France,Biotechnology (4573),9.72,-6.4,0,-93.6,"4,607.1",193.4,12.9,193.4,"-8,434.6",0,7.5
739,Rosenbauer International,Austria,Commercial vehicles & trucks (2753),9.70,5.4,596,9.9,1.6,1.4,2.8,1.4,8.6,2,6.3
740,HKScan,Finland,Food producers (357),9.60,7.9,"2,114",-0.5,0.5,3.4,1.9,3.4,2.0,7,0.8
741,Lectra,France,Software (9537),9.56,7.6,190,24.2,5.0,0.6,0.6,0.6,9.7,1,-3.5
742,SABCA,Belgium,Aerospace & defence (271),9.54,-24.9,135,-5.7,7.1,8.5,5.4,8.5,14.4,1,-1.7
743,IdaTech,UK,Electrical components & equipment (2733),9.50,37.5,3,-31.8,285.4,20.9,6.3,20.9,-531.9,0,-14.4
743,Infovista,France,Software (9537),9.50,-2.3,43,-4.8,22.1,1.3,0.9,1.3,3.0,0,-8.1
745,Cision,Sweden,Support services (279),9.43,0.0,125,-24.1,7.5,1.4,2.1,1.4,10.9,1,-30.0
746,Carmat,France,Biotechnology (4573),9.42,71.1,0,0.0,"941,900.0","111,800.0",,"111,800.0","-773,200.0",0,
747,Beijer Electronics,Sweden,Electronic equipment (2737),9.41,11.7,137,13.2,6.9,1.1,0.6,1.1,9.2,1,0.7
747,Readsoft,Sweden,Software (9537),9.41,-2.2,69,0.1,13.7,1.5,1.7,1.5,7.9,0,2.7
749,TopoTarget,Denmark,Biotechnology (4573),9.39,-19.6,17,193.4,54.2,2.9,0.2,2.9,-131.7,0,-13.8
750,elexis,Germany,Industrial machinery (2757),9.37,41.7,137,8.5,6.9,1.3,1.3,1.3,2.6,1,2.5
751,Cast,France,Software (9537),9.30,45.6,32,14.7,29.5,0.5,0.5,0.5,5.9,0,1.9
752,MAGIX,Germany,Software (9537),9.16,-2.2,37,6.7,24.7,0.7,0.6,0.7,15.1,0,7.3
753,VKR,Denmark,Construction & materials (235),9.13,11.5,"2,253",8.1,0.4,3.3,4.2,3.3,11.8,15,4.6
754,Kesa Electricals,UK,General retailers (537),9.10,-46.2,"5,980",3.4,0.2,1.3,2.0,1.3,1.7,27,-2.9
754,Linedata Services,France,Software (9537),9.10,599.6,136,-5.7,6.7,3.5,1.3,3.5,15.5,1,-3.7
756,Munters,Sweden,Industrial machinery (2757),9.09,-3.5,723,-0.7,1.3,1.4,2.3,1.4,4.8,4,-4.8
757,Glaston,Finland,Industrial machinery (2757),9.08,3.3,149,-1.5,6.1,0.6,0.8,0.6,-16.9,1,-23.5
758,Opcon,Sweden,Industrial machinery (2757),9.02,37.4,68,-11.2,13.3,10.9,4.3,10.9,-1.3,0,17.1
759,Lufthansa,Germany,Travel & leisure (575),9.00,28.6,"27,324",22.6,0.0,7.9,9.4,7.9,4.1,117,4.2
759,Wurth,Germany,General industrials (272),9.00,83.7,"8,633",14.8,0.1,3.0,3.1,3.0,4.6,60,2.1
761,Picanol,Belgium,Industrial machinery (2757),8.99,-15.5,396,58.2,2.3,0.9,4.5,0.9,11.9,2,-4.9
762,Diamyd Medical,Sweden,Pharmaceuticals (4577),8.96,71.2,13,999.9,71.5,0.6,8.9,0.6,-2.6,0,35.7
763,Amino Technologies,UK,Telecommunications equipment (9578),8.93,4.7,51,73.9,17.4,0.8,2.4,0.8,-2.0,0,-18.8
764,Lafuma,France,Personal goods (376),8.92,-2.1,245,-3.7,3.6,1.6,1.8,1.6,0.1,2,-8.2
765,Espirito Santo Financial,Luxembourg,Banks (835),8.90,3.1,"2,822",3.5,0.3,7.9,5.6,7.9,22.4,15,7.7
765,Head,The Netherlands,Leisure goods (374),8.90,9.9,344,7.7,2.6,1.9,1.7,1.9,7.5,2,-3.1
765,Maschinenfabrik Berthold Hermle,Germany,Industrial machinery (2757),8.90,23.1,188,47.7,4.7,2.5,1.5,2.5,13.1,1,1.1
768,Interpump,Italy,Industrial machinery (2757),8.87,17.2,425,23.9,2.1,2.3,3.1,2.3,12.9,2,2.7
769,Gefran,Italy,Electronic equipment (2737),8.86,-2.3,129,47.4,6.9,1.9,3.8,1.9,11.6,1,-3.5
769,Villeroy & Boch,Germany,Construction & materials (235),8.86,-5.7,714,-0.2,1.2,3.2,2.7,3.2,-7.2,9,-7.5
771,Terma,Denmark,Aerospace & defence (271),8.83,-51.8,190,27.2,4.6,7.8,7.7,7.8,6.3,1,-4.4
772,Galapagos,Belgium,Biotechnology (4573),8.81,346.8,122,31.5,7.2,3.5,4.4,3.5,-4.2,1,41.4
773,Tullett Prebon,UK,Other financials (877),8.75,275.0,"1,060",-4.1,0.8,0.6,0.6,0.6,16.8,2,0.7
774,Beta Systems Software,Germany,Software (9537),8.67,-35.7,59,-26.7,14.6,3.4,0.7,3.4,-6.3,0,-46.0
775,Gunnebo,Sweden,General retailers (537),8.64,-2.5,708,-5.9,1.2,1.0,0.8,1.0,3.0,6,-2.3
776,BioAlliance Pharma,France,Pharmaceuticals (4577),8.56,-4.9,23,199.0,38.0,0.5,2.1,0.5,5.0,0,-13.4
777,INDUS,Germany,General industrials (272),8.55,-3.5,973,25.8,0.9,3.4,3.8,3.4,10.4,6,12.4
778,Fiskars,Finland,Household goods & home construction (372),8.50,-4.5,716,8.0,1.2,2.7,2.2,2.7,15.6,4,-6.6
779,Laboratorios Farmaceuticos Rovi,Spain,Pharmaceuticals (4577),8.49,-11.6,159,11.9,5.3,2.8,3.6,2.8,8.0,1,36.1
780,Zealand Pharma,Denmark,Biotechnology (4573),8.47,-1.1,12,245.0,72.3,4.8,14.1,4.8,-125.3,0,4.3
781,Schuler,Germany,Industrial machinery (2757),8.44,21.3,650,-21.0,1.3,1.8,1.0,1.8,2.1,5,-7.6
782,JC Decaux,France,Media (555),8.40,29.2,"2,350",22.5,0.4,6.2,10.2,6.2,12.3,10,0.1
783,Aurubis,Germany,Industrial metals & mining (175),8.38,25.7,"9,865",47.5,0.1,0.9,1.6,0.9,4.8,5,0.8
784,RaySearch Laboratories,Sweden,Health care equipment & services (453),8.37,35.0,13,40.7,64.1,2.1,1.3,2.1,33.9,0,23.1
785,Mouchel,UK,Support services (279),8.35,-30.8,738,-14.6,1.1,0.3,2.0,0.3,-0.6,11,-7.2
786,Blinkx,UK,Internet (9535),8.29,145.7,25,141.6,33.0,1.5,2.2,1.5,-26.6,0,105.7
786,Helios,Slovenia,Construction & materials (235),8.29,13.4,301,13.1,2.8,4.2,4.1,4.2,0.8,3,-9.7
788,Devro,UK,Food producers (357),8.28,18.7,277,7.5,3.0,10.8,8.7,10.8,24.1,2,-1.5
789,Ceske drahy,Czech Republic,Industrial transportation (277),8.24,-16.5,"1,043",-6.8,0.8,82.2,63.0,82.2,-51.1,38,-11.7
790,Itella,Finland,Industrial transportation (277),8.20,-62.2,"1,842",1.2,0.4,9.0,12.1,9.0,2.0,29,-4.3
791,GW Pharmaceuticals,UK,Pharmaceuticals (4577),8.19,3.1,36,27.2,22.9,1.4,5.0,1.4,14.7,0,9.1
791,Vantia,UK,Pharmaceuticals (4577),8.19,88.5,0,0.0,"819,200.0","1,900.0","162,000.0","1,900.0","-1,114,500.0",0,12.5
793,Analytik Jena,Germany,Health care equipment & services (453),8.18,13.5,80,12.8,10.2,4.2,3.8,4.2,1.7,1,15.5
794,IL Sole 24 Ore,Italy,Media (555),8.17,11.7,482,-4.1,1.7,1.4,1.3,1.4,-10.3,2,-5.5
795,Fagerhult,Sweden,Electrical components & equipment (2733),8.15,22.5,278,2.8,2.9,3.8,3.9,3.8,5.5,2,2.4
796,Augusta Technologie,Germany,Electrical components & equipment (2733),8.14,3.9,132,23.6,6.2,1.5,2.6,1.5,12.5,1,-2.8
797,Tom Tailor,Germany,Personal goods (376),8.11,12.7,348,15.8,2.3,6.1,2.3,6.1,2.0,1,23.1
798,Etex,Belgium,Construction & materials (235),8.08,6.6,"1,956",8.9,0.4,3.5,3.7,3.5,8.6,13,-1.2
799,Neovacs,France,Biotechnology (4573),8.06,,0,0.0,"806,000.0","8,500.0",,"8,500.0","-1,137,800.0",0,12.5
800,McBride,UK,Household goods & home construction (372),8.05,4.5,948,2.5,0.8,3.2,2.6,3.2,4.3,5,1.8
801,LPKF Laser & Electronics,Germany,Electronic equipment (2737),8.04,62.3,81,60.1,9.9,6.5,3.2,6.5,20.6,0,17.7
802,Bull,France,Computer hardware (9572),8.00,-61.9,"1,243",12.0,0.6,2.0,1.5,2.0,1.0,9,10.8
802,Talanx,Germany,Nonlife insurance (853),8.00,-57.9,"21,836",9.9,0.0,0.4,0.7,0.4,4.1,18,2.3
804,AB Science,France,Biotechnology (4573),7.99,37.0,1,190.2,871.8,10.3,18.7,10.3,695.3,0,8.5
805,Hoft & Wessel,Germany,Electronic equipment (2737),7.97,1.1,96,1.6,8.3,1.6,1.7,1.6,3.0,1,-0.6
806,GERRY WEBER International,Germany,Personal goods (376),7.96,2.9,622,4.7,1.3,2.9,1.8,2.9,13.4,3,6.1
807,Francotyp-Postalia,Germany,Industrial machinery (2757),7.90,-11.2,147,14.2,5.4,3.5,3.1,3.5,3.7,1,2.5
808,Net Insight,Sweden,Telecommunications equipment (9578),7.88,3.4,32,23.6,24.7,0.2,0.7,0.2,15.0,0,11.2
809,Alterian,UK,Software (9537),7.87,21.6,43,-2.7,18.2,2.7,1.5,2.7,-11.8,0,25.6
810,ProStrakan,UK,Pharmaceuticals (4577),7.82,-44.2,117,26.8,6.7,0.2,0.1,0.2,5.7,0,13.5
810,Trinity Biotech,Ireland,Health care equipment & services (453),7.82,-30.9,67,-28.8,11.7,2.6,1.8,2.6,15.4,0,-33.1
812,Bank Ochrony Srodowiska,Poland,Banks (835),7.81,95.4,116,12.9,6.8,14.8,5.7,14.8,16.0,2,1.6
813,Kewill,UK,Software (9537),7.76,-1.7,70,6.6,11.1,2.9,2.1,2.9,5.7,1,12.7
814,TiGenix,Belgium,Biotechnology (4573),7.75,5.9,1,999.9,"1,248.0",478.1,"1,343.5",478.1,"-2,967.5",0,-21.3
815,Anoto,Sweden,Computer hardware (9572),7.74,15.9,23,1.2,33.5,1.3,2.9,1.3,-36.0,0,-4.4
816,Kedrion,Italy,Pharmaceuticals (4577),7.72,-3.2,248,3.4,3.1,,,,19.1,1,-1.4
817,Norkom,Ireland,Software (9537),7.69,-1.2,49,2.6,15.6,0.7,2.5,0.7,11.9,0,-1.0
818,Adconion Media,UK,Media (555),7.65,-21.7,106,66.5,7.2,0.1,2.7,0.1,-2.9,0,26.1
819,GFI Informatique,France,Computer services (9533),7.62,2.5,672,-7.5,1.1,0.7,0.5,0.7,2.6,9,0.0
820,Norbrook Laboratories,UK,Pharmaceuticals (4577),7.61,-5.6,159,11.7,4.8,3.6,2.7,3.6,9.0,1,13.5
821,Mensch und Maschine Software,Germany,Software (9537),7.56,27.1,196,19.7,3.9,0.5,0.6,0.5,1.2,1,19.5
822,Sagentia,UK,Support services (279),7.54,23.9,24,-12.6,31.0,0.8,1.0,0.8,9.9,0,-22.2
823,Net Entertainment NE,Sweden,Software (9537),7.50,104.1,41,22.8,18.4,7.1,9.7,7.1,37.1,0,38.2
824,Snell,UK,Electronic equipment (2737),7.47,,57,,13.1,0.9,,0.9,-7.9,0,
825,Fabasoft,Austria,Software (9537),7.45,-0.3,21,-9.3,35.3,9.4,4.4,9.4,-2.5,0,5.9
826,Engineering Ingegneria Informatica,Italy,Computer services (9533),7.40,-53.2,738,3.1,1.0,1.2,1.2,1.2,7.9,6,3.0
827,Efore,Finland,Electronic equipment (2737),7.34,12.2,70,8.9,10.5,2.0,1.2,2.0,-0.1,1,-5.5
827,Gas Turbine Efficiency,UK,Industrial machinery (2757),7.34,23.3,29,4.3,25.5,5.7,8.7,5.7,-35.5,0,18.4
829,Centrotec Sustainable,Germany,Chemicals (135),7.28,2.5,480,2.8,1.5,3.0,2.5,3.0,8.2,3,3.2
829,NEOVIA Financial ,UK,Other financials (877),7.28,-39.8,46,-4.6,15.9,6.5,3.9,6.5,-5.0,0,
829,WYG,UK,Support services (279),7.28,22.5,257,-15.7,2.8,1.9,2.6,1.9,-11.3,2,-23.3
832,Aalborg Industries,Denmark,Industrial machinery (2757),7.25,115.1,371,-18.1,2.0,0.8,0.3,0.8,15.7,3,-4.6
833,Innovation,UK,Software (9537),7.24,-28.5,189,4.0,3.8,1.6,2.1,1.6,-0.9,2,-4.2
834,Jetter,Germany,Industrial machinery (2757),7.23,3.0,34,17.6,21.5,3.2,2.3,3.2,0.1,0,0.4
835,Proximagen,UK,Biotechnology (4573),7.17,118.0,1,8.7,598.1,10.0,1.5,10.0,-795.5,0,72.7
836,Veikkaus,Finland,Travel & leisure (575),7.10,44.9,"1,614",8.7,0.4,0.4,0.5,0.4,31.1,0,2.5
837,Hymer,Germany,Automobiles & parts (335),7.09,-3.6,695,6.2,1.0,1.2,1.8,1.2,0.3,3,-13.6
838,Cap Gemini,France,Computer services (9533),7.00,16.7,"8,697",3.9,0.1,1.9,1.7,1.9,5.6,98,8.1
838,FAES Farma,Spain,Biotechnology (4573),7.00,-30.8,195,0.6,3.6,1.9,3.5,1.9,13.0,1,0.9
838,PricewaterhouseCoopers,UK,Support services (279),7.00,-33.3,"2,721",3.7,0.3,1.5,0.8,1.5,29.2,17,8.8
838,TT electronics,UK,Electrical components & equipment (2733),7.00,-13.0,700,20.0,1.0,1.8,1.9,1.8,4.7,6,-4.1
842,GlobeOp Financial Services,Luxembourg,Other financials (877),6.99,22.2,141,21.0,5.0,1.9,2.4,1.9,22.9,2,5.7
842,Pfeiffer Vacuum Technology,Germany,Industrial machinery (2757),6.99,-2.5,220,21.1,3.2,1.9,3.0,1.9,23.8,1,68.2
844,Hypoport,Germany,Other financials (877),6.98,0.8,67,32.6,10.4,1.9,0.6,1.9,7.2,0,2.5
